index,mnist_index,mnist_label,clean_path,gaussian_blur_path,salt_pepper_path,speckle_path
237,27971,7,D:\bennett\computer vision\lab2\data\clean\237.png,D:\bennett\computer vision\lab2\data\gaussian_blur\237.png,D:\bennett\computer vision\lab2\data\salt_pepper\237.png,D:\bennett\computer vision\lab2\data\speckle\237.png
238,28030,0,D:\bennett\computer vision\lab2\data\clean\238.png,D:\bennett\computer vision\lab2\data\gaussian_blur\238.png,D:\bennett\computer vision\lab2\data\salt_pepper\238.png,D:\bennett\computer vision\lab2\data\speckle\238.png
239,28088,9,D:\bennett\computer vision\lab2\data\clean\239.png,D:\bennett\computer vision\lab2\data\gaussian_blur\239.png,D:\bennett\computer vision\lab2\data\salt_pepper\239.png,D:\bennett\computer vision\lab2\data\speckle\239.png
240,28109,4,D:\bennett\computer vision\lab2\data\clean\240.png,D:\bennett\computer vision\lab2\data\gaussian_blur\240.png,D:\bennett\computer vision\lab2\data\salt_pepper\240.png,D:\bennett\computer vision\lab2\data\speckle\240.png
241,28110,1,D:\bennett\computer vision\lab2\data\clean\241.png,D:\bennett\computer vision\lab2\data\gaussian_blur\241.png,D:\bennett\computer vision\lab2\data\salt_pepper\241.png,D:\bennett\computer vision\lab2\data\speckle\241.png
242,28309,7,D:\bennett\computer vision\lab2\data\clean\242.png,D:\bennett\computer vision\lab2\data\gaussian_blur\242.png,D:\bennett\computer vision\lab2\data\salt_pepper\242.png,D:\bennett\computer vision\lab2\data\speckle\242.png
243,28340,5,D:\bennett\computer vision\lab2\data\clean\243.png,D:\bennett\computer vision\lab2\data\gaussian_blur\243.png,D:\bennett\computer vision\lab2\data\salt_pepper\243.png,D:\bennett\computer vision\lab2\data\speckle\243.png
244,28830,6,D:\bennett\computer vision\lab2\data\clean\244.png,D:\bennett\computer vision\lab2\data\gaussian_blur\244.png,D:\bennett\computer vision\lab2\data\salt_pepper\244.png,D:\bennett\computer vision\lab2\data\speckle\244.png
245,29093,9,D:\bennett\computer vision\lab2\data\clean\245.png,D:\bennett\computer vision\lab2\data\gaussian_blur\245.png,D:\bennett\computer vision\lab2\data\salt_pepper\245.png,D:\bennett\computer vision\lab2\data\speckle\245.png
246,29287,2,D:\bennett\computer vision\lab2\data\clean\246.png,D:\bennett\computer vision\lab2\data\gaussian_blur\246.png,D:\bennett\computer vision\lab2\data\salt_pepper\246.png,D:\bennett\computer vision\lab2\data\speckle\246.png
247,29336,0,D:\bennett\computer vision\lab2\data\clean\247.png,D:\bennett\computer vision\lab2\data\gaussian_blur\247.png,D:\bennett\computer vision\lab2\data\salt_pepper\247.png,D:\bennett\computer vision\lab2\data\speckle\247.png
248,29435,4,D:\bennett\computer vision\lab2\data\clean\248.png,D:\bennett\computer vision\lab2\data\gaussian_blur\248.png,D:\bennett\computer vision\lab2\data\salt_pepper\248.png,D:\bennett\computer vision\lab2\data\speckle\248.png
249,29516,7,D:\bennett\computer vision\lab2\data\clean\249.png,D:\bennett\computer vision\lab2\data\gaussian_blur\249.png,D:\bennett\computer vision\lab2\data\salt_pepper\249.png,D:\bennett\computer vision\lab2\data\speckle\249.png
250,29556,1,D:\bennett\computer vision\lab2\data\clean\250.png,D:\bennett\computer vision\lab2\data\gaussian_blur\250.png,D:\bennett\computer vision\lab2\data\salt_pepper\250.png,D:\bennett\computer vision\lab2\data\speckle\250.png
251,29581,7,D:\bennett\computer vision\lab2\data\clean\251.png,D:\bennett\computer vision\lab2\data\gaussian_blur\251.png,D:\bennett\computer vision\lab2\data\salt_pepper\251.png,D:\bennett\computer vision\lab2\data\speckle\251.png
252,29645,4,D:\bennett\computer vision\lab2\data\clean\252.png,D:\bennett\computer vision\lab2\data\gaussian_blur\252.png,D:\bennett\computer vision\lab2\data\salt_pepper\252.png,D:\bennett\computer vision\lab2\data\speckle\252.png
253,29682,6,D:\bennett\computer vision\lab2\data\clean\253.png,D:\bennett\computer vision\lab2\data\gaussian_blur\253.png,D:\bennett\computer vision\lab2\data\salt_pepper\253.png,D:\bennett\computer vision\lab2\data\speckle\253.png
254,29781,5,D:\bennett\computer vision\lab2\data\clean\254.png,D:\bennett\computer vision\lab2\data\gaussian_blur\254.png,D:\bennett\computer vision\lab2\data\salt_pepper\254.png,D:\bennett\computer vision\lab2\data\speckle\254.png
255,29902,1,D:\bennett\computer vision\lab2\data\clean\255.png,D:\bennett\computer vision\lab2\data\gaussian_blur\255.png,D:\bennett\computer vision\lab2\data\salt_pepper\255.png,D:\bennett\computer vision\lab2\data\speckle\255.png
256,29910,4,D:\bennett\computer vision\lab2\data\clean\256.png,D:\bennett\computer vision\lab2\data\gaussian_blur\256.png,D:\bennett\computer vision\lab2\data\salt_pepper\256.png,D:\bennett\computer vision\lab2\data\speckle\256.png
257,29926,0,D:\bennett\computer vision\lab2\data\clean\257.png,D:\bennett\computer vision\lab2\data\gaussian_blur\257.png,D:\bennett\computer vision\lab2\data\salt_pepper\257.png,D:\bennett\computer vision\lab2\data\speckle\257.png
258,29997,6,D:\bennett\computer vision\lab2\data\clean\258.png,D:\bennett\computer vision\lab2\data\gaussian_blur\258.png,D:\bennett\computer vision\lab2\data\salt_pepper\258.png,D:\bennett\computer vision\lab2\data\speckle\258.png
259,30128,6,D:\bennett\computer vision\lab2\data\clean\259.png,D:\bennett\computer vision\lab2\data\gaussian_blur\259.png,D:\bennett\computer vision\lab2\data\salt_pepper\259.png,D:\bennett\computer vision\lab2\data\speckle\259.png
260,30141,0,D:\bennett\computer vision\lab2\data\clean\260.png,D:\bennett\computer vision\lab2\data\gaussian_blur\260.png,D:\bennett\computer vision\lab2\data\salt_pepper\260.png,D:\bennett\computer vision\lab2\data\speckle\260.png
261,30339,7,D:\bennett\computer vision\lab2\data\clean\261.png,D:\bennett\computer vision\lab2\data\gaussian_blur\261.png,D:\bennett\computer vision\lab2\data\salt_pepper\261.png,D:\bennett\computer vision\lab2\data\speckle\261.png
262,30474,6,D:\bennett\computer vision\lab2\data\clean\262.png,D:\bennett\computer vision\lab2\data\gaussian_blur\262.png,D:\bennett\computer vision\lab2\data\salt_pepper\262.png,D:\bennett\computer vision\lab2\data\speckle\262.png
263,30545,8,D:\bennett\computer vision\lab2\data\clean\263.png,D:\bennett\computer vision\lab2\data\gaussian_blur\263.png,D:\bennett\computer vision\lab2\data\salt_pepper\263.png,D:\bennett\computer vision\lab2\data\speckle\263.png
264,30823,8,D:\bennett\computer vision\lab2\data\clean\264.png,D:\bennett\computer vision\lab2\data\gaussian_blur\264.png,D:\bennett\computer vision\lab2\data\salt_pepper\264.png,D:\bennett\computer vision\lab2\data\speckle\264.png
265,31061,1,D:\bennett\computer vision\lab2\data\clean\265.png,D:\bennett\computer vision\lab2\data\gaussian_blur\265.png,D:\bennett\computer vision\lab2\data\salt_pepper\265.png,D:\bennett\computer vision\lab2\data\speckle\265.png
266,31134,1,D:\bennett\computer vision\lab2\data\clean\266.png,D:\bennett\computer vision\lab2\data\gaussian_blur\266.png,D:\bennett\computer vision\lab2\data\salt_pepper\266.png,D:\bennett\computer vision\lab2\data\speckle\266.png
267,31234,0,D:\bennett\computer vision\lab2\data\clean\267.png,D:\bennett\computer vision\lab2\data\gaussian_blur\267.png,D:\bennett\computer vision\lab2\data\salt_pepper\267.png,D:\bennett\computer vision\lab2\data\speckle\267.png
268,31331,7,D:\bennett\computer vision\lab2\data\clean\268.png,D:\bennett\computer vision\lab2\data\gaussian_blur\268.png,D:\bennett\computer vision\lab2\data\salt_pepper\268.png,D:\bennett\computer vision\lab2\data\speckle\268.png
269,31839,1,D:\bennett\computer vision\lab2\data\clean\269.png,D:\bennett\computer vision\lab2\data\gaussian_blur\269.png,D:\bennett\computer vision\lab2\data\salt_pepper\269.png,D:\bennett\computer vision\lab2\data\speckle\269.png
270,31909,6,D:\bennett\computer vision\lab2\data\clean\270.png,D:\bennett\computer vision\lab2\data\gaussian_blur\270.png,D:\bennett\computer vision\lab2\data\salt_pepper\270.png,D:\bennett\computer vision\lab2\data\speckle\270.png
271,32420,3,D:\bennett\computer vision\lab2\data\clean\271.png,D:\bennett\computer vision\lab2\data\gaussian_blur\271.png,D:\bennett\computer vision\lab2\data\salt_pepper\271.png,D:\bennett\computer vision\lab2\data\speckle\271.png
272,32463,0,D:\bennett\computer vision\lab2\data\clean\272.png,D:\bennett\computer vision\lab2\data\gaussian_blur\272.png,D:\bennett\computer vision\lab2\data\salt_pepper\272.png,D:\bennett\computer vision\lab2\data\speckle\272.png
273,32468,8,D:\bennett\computer vision\lab2\data\clean\273.png,D:\bennett\computer vision\lab2\data\gaussian_blur\273.png,D:\bennett\computer vision\lab2\data\salt_pepper\273.png,D:\bennett\computer vision\lab2\data\speckle\273.png
274,32552,9,D:\bennett\computer vision\lab2\data\clean\274.png,D:\bennett\computer vision\lab2\data\gaussian_blur\274.png,D:\bennett\computer vision\lab2\data\salt_pepper\274.png,D:\bennett\computer vision\lab2\data\speckle\274.png
275,32588,3,D:\bennett\computer vision\lab2\data\clean\275.png,D:\bennett\computer vision\lab2\data\gaussian_blur\275.png,D:\bennett\computer vision\lab2\data\salt_pepper\275.png,D:\bennett\computer vision\lab2\data\speckle\275.png
276,32666,0,D:\bennett\computer vision\lab2\data\clean\276.png,D:\bennett\computer vision\lab2\data\gaussian_blur\276.png,D:\bennett\computer vision\lab2\data\salt_pepper\276.png,D:\bennett\computer vision\lab2\data\speckle\276.png
277,32715,9,D:\bennett\computer vision\lab2\data\clean\277.png,D:\bennett\computer vision\lab2\data\gaussian_blur\277.png,D:\bennett\computer vision\lab2\data\salt_pepper\277.png,D:\bennett\computer vision\lab2\data\speckle\277.png
278,33011,4,D:\bennett\computer vision\lab2\data\clean\278.png,D:\bennett\computer vision\lab2\data\gaussian_blur\278.png,D:\bennett\computer vision\lab2\data\salt_pepper\278.png,D:\bennett\computer vision\lab2\data\speckle\278.png
279,33016,2,D:\bennett\computer vision\lab2\data\clean\279.png,D:\bennett\computer vision\lab2\data\gaussian_blur\279.png,D:\bennett\computer vision\lab2\data\salt_pepper\279.png,D:\bennett\computer vision\lab2\data\speckle\279.png
280,33123,7,D:\bennett\computer vision\lab2\data\clean\280.png,D:\bennett\computer vision\lab2\data\gaussian_blur\280.png,D:\bennett\computer vision\lab2\data\salt_pepper\280.png,D:\bennett\computer vision\lab2\data\speckle\280.png
281,33135,6,D:\bennett\computer vision\lab2\data\clean\281.png,D:\bennett\computer vision\lab2\data\gaussian_blur\281.png,D:\bennett\computer vision\lab2\data\salt_pepper\281.png,D:\bennett\computer vision\lab2\data\speckle\281.png
282,33196,7,D:\bennett\computer vision\lab2\data\clean\282.png,D:\bennett\computer vision\lab2\data\gaussian_blur\282.png,D:\bennett\computer vision\lab2\data\salt_pepper\282.png,D:\bennett\computer vision\lab2\data\speckle\282.png
283,33231,1,D:\bennett\computer vision\lab2\data\clean\283.png,D:\bennett\computer vision\lab2\data\gaussian_blur\283.png,D:\bennett\computer vision\lab2\data\salt_pepper\283.png,D:\bennett\computer vision\lab2\data\speckle\283.png
284,33287,7,D:\bennett\computer vision\lab2\data\clean\284.png,D:\bennett\computer vision\lab2\data\gaussian_blur\284.png,D:\bennett\computer vision\lab2\data\salt_pepper\284.png,D:\bennett\computer vision\lab2\data\speckle\284.png
285,33347,4,D:\bennett\computer vision\lab2\data\clean\285.png,D:\bennett\computer vision\lab2\data\gaussian_blur\285.png,D:\bennett\computer vision\lab2\data\salt_pepper\285.png,D:\bennett\computer vision\lab2\data\speckle\285.png
286,33632,5,D:\bennett\computer vision\lab2\data\clean\286.png,D:\bennett\computer vision\lab2\data\gaussian_blur\286.png,D:\bennett\computer vision\lab2\data\salt_pepper\286.png,D:\bennett\computer vision\lab2\data\speckle\286.png
287,33702,4,D:\bennett\computer vision\lab2\data\clean\287.png,D:\bennett\computer vision\lab2\data\gaussian_blur\287.png,D:\bennett\computer vision\lab2\data\salt_pepper\287.png,D:\bennett\computer vision\lab2\data\speckle\287.png
288,33713,5,D:\bennett\computer vision\lab2\data\clean\288.png,D:\bennett\computer vision\lab2\data\gaussian_blur\288.png,D:\bennett\computer vision\lab2\data\salt_pepper\288.png,D:\bennett\computer vision\lab2\data\speckle\288.png
289,33906,2,D:\bennett\computer vision\lab2\data\clean\289.png,D:\bennett\computer vision\lab2\data\gaussian_blur\289.png,D:\bennett\computer vision\lab2\data\salt_pepper\289.png,D:\bennett\computer vision\lab2\data\speckle\289.png
290,34001,8,D:\bennett\computer vision\lab2\data\clean\290.png,D:\bennett\computer vision\lab2\data\gaussian_blur\290.png,D:\bennett\computer vision\lab2\data\salt_pepper\290.png,D:\bennett\computer vision\lab2\data\speckle\290.png
291,34182,2,D:\bennett\computer vision\lab2\data\clean\291.png,D:\bennett\computer vision\lab2\data\gaussian_blur\291.png,D:\bennett\computer vision\lab2\data\salt_pepper\291.png,D:\bennett\computer vision\lab2\data\speckle\291.png
292,34262,0,D:\bennett\computer vision\lab2\data\clean\292.png,D:\bennett\computer vision\lab2\data\gaussian_blur\292.png,D:\bennett\computer vision\lab2\data\salt_pepper\292.png,D:\bennett\computer vision\lab2\data\speckle\292.png
293,34595,1,D:\bennett\computer vision\lab2\data\clean\293.png,D:\bennett\computer vision\lab2\data\gaussian_blur\293.png,D:\bennett\computer vision\lab2\data\salt_pepper\293.png,D:\bennett\computer vision\lab2\data\speckle\293.png
294,34727,5,D:\bennett\computer vision\lab2\data\clean\294.png,D:\bennett\computer vision\lab2\data\gaussian_blur\294.png,D:\bennett\computer vision\lab2\data\salt_pepper\294.png,D:\bennett\computer vision\lab2\data\speckle\294.png
295,34822,9,D:\bennett\computer vision\lab2\data\clean\295.png,D:\bennett\computer vision\lab2\data\gaussian_blur\295.png,D:\bennett\computer vision\lab2\data\salt_pepper\295.png,D:\bennett\computer vision\lab2\data\speckle\295.png
296,34895,4,D:\bennett\computer vision\lab2\data\clean\296.png,D:\bennett\computer vision\lab2\data\gaussian_blur\296.png,D:\bennett\computer vision\lab2\data\salt_pepper\296.png,D:\bennett\computer vision\lab2\data\speckle\296.png
297,35117,5,D:\bennett\computer vision\lab2\data\clean\297.png,D:\bennett\computer vision\lab2\data\gaussian_blur\297.png,D:\bennett\computer vision\lab2\data\salt_pepper\297.png,D:\bennett\computer vision\lab2\data\speckle\297.png
298,35319,4,D:\bennett\computer vision\lab2\data\clean\298.png,D:\bennett\computer vision\lab2\data\gaussian_blur\298.png,D:\bennett\computer vision\lab2\data\salt_pepper\298.png,D:\bennett\computer vision\lab2\data\speckle\298.png
299,35743,5,D:\bennett\computer vision\lab2\data\clean\299.png,D:\bennett\computer vision\lab2\data\gaussian_blur\299.png,D:\bennett\computer vision\lab2\data\salt_pepper\299.png,D:\bennett\computer vision\lab2\data\speckle\299.png
300,35789,9,D:\bennett\computer vision\lab2\data\clean\300.png,D:\bennett\computer vision\lab2\data\gaussian_blur\300.png,D:\bennett\computer vision\lab2\data\salt_pepper\300.png,D:\bennett\computer vision\lab2\data\speckle\300.png
301,35899,7,D:\bennett\computer vision\lab2\data\clean\301.png,D:\bennett\computer vision\lab2\data\gaussian_blur\301.png,D:\bennett\computer vision\lab2\data\salt_pepper\301.png,D:\bennett\computer vision\lab2\data\speckle\301.png
302,35951,4,D:\bennett\computer vision\lab2\data\clean\302.png,D:\bennett\computer vision\lab2\data\gaussian_blur\302.png,D:\bennett\computer vision\lab2\data\salt_pepper\302.png,D:\bennett\computer vision\lab2\data\speckle\302.png
303,36182,8,D:\bennett\computer vision\lab2\data\clean\303.png,D:\bennett\computer vision\lab2\data\gaussian_blur\303.png,D:\bennett\computer vision\lab2\data\salt_pepper\303.png,D:\bennett\computer vision\lab2\data\speckle\303.png
304,36245,5,D:\bennett\computer vision\lab2\data\clean\304.png,D:\bennett\computer vision\lab2\data\gaussian_blur\304.png,D:\bennett\computer vision\lab2\data\salt_pepper\304.png,D:\bennett\computer vision\lab2\data\speckle\304.png
305,36354,5,D:\bennett\computer vision\lab2\data\clean\305.png,D:\bennett\computer vision\lab2\data\gaussian_blur\305.png,D:\bennett\computer vision\lab2\data\salt_pepper\305.png,D:\bennett\computer vision\lab2\data\speckle\305.png
306,36605,8,D:\bennett\computer vision\lab2\data\clean\306.png,D:\bennett\computer vision\lab2\data\gaussian_blur\306.png,D:\bennett\computer vision\lab2\data\salt_pepper\306.png,D:\bennett\computer vision\lab2\data\speckle\306.png
307,36769,6,D:\bennett\computer vision\lab2\data\clean\307.png,D:\bennett\computer vision\lab2\data\gaussian_blur\307.png,D:\bennett\computer vision\lab2\data\salt_pepper\307.png,D:\bennett\computer vision\lab2\data\speckle\307.png
308,37213,1,D:\bennett\computer vision\lab2\data\clean\308.png,D:\bennett\computer vision\lab2\data\gaussian_blur\308.png,D:\bennett\computer vision\lab2\data\salt_pepper\308.png,D:\bennett\computer vision\lab2\data\speckle\308.png
309,37475,6,D:\bennett\computer vision\lab2\data\clean\309.png,D:\bennett\computer vision\lab2\data\gaussian_blur\309.png,D:\bennett\computer vision\lab2\data\salt_pepper\309.png,D:\bennett\computer vision\lab2\data\speckle\309.png
310,37524,3,D:\bennett\computer vision\lab2\data\clean\310.png,D:\bennett\computer vision\lab2\data\gaussian_blur\310.png,D:\bennett\computer vision\lab2\data\salt_pepper\310.png,D:\bennett\computer vision\lab2\data\speckle\310.png
311,37564,1,D:\bennett\computer vision\lab2\data\clean\311.png,D:\bennett\computer vision\lab2\data\gaussian_blur\311.png,D:\bennett\computer vision\lab2\data\salt_pepper\311.png,D:\bennett\computer vision\lab2\data\speckle\311.png
312,37609,5,D:\bennett\computer vision\lab2\data\clean\312.png,D:\bennett\computer vision\lab2\data\gaussian_blur\312.png,D:\bennett\computer vision\lab2\data\salt_pepper\312.png,D:\bennett\computer vision\lab2\data\speckle\312.png
313,37622,3,D:\bennett\computer vision\lab2\data\clean\313.png,D:\bennett\computer vision\lab2\data\gaussian_blur\313.png,D:\bennett\computer vision\lab2\data\salt_pepper\313.png,D:\bennett\computer vision\lab2\data\speckle\313.png
314,37848,3,D:\bennett\computer vision\lab2\data\clean\314.png,D:\bennett\computer vision\lab2\data\gaussian_blur\314.png,D:\bennett\computer vision\lab2\data\salt_pepper\314.png,D:\bennett\computer vision\lab2\data\speckle\314.png
315,37950,0,D:\bennett\computer vision\lab2\data\clean\315.png,D:\bennett\computer vision\lab2\data\gaussian_blur\315.png,D:\bennett\computer vision\lab2\data\salt_pepper\315.png,D:\bennett\computer vision\lab2\data\speckle\315.png
316,37988,4,D:\bennett\computer vision\lab2\data\clean\316.png,D:\bennett\computer vision\lab2\data\gaussian_blur\316.png,D:\bennett\computer vision\lab2\data\salt_pepper\316.png,D:\bennett\computer vision\lab2\data\speckle\316.png
317,38011,4,D:\bennett\computer vision\lab2\data\clean\317.png,D:\bennett\computer vision\lab2\data\gaussian_blur\317.png,D:\bennett\computer vision\lab2\data\salt_pepper\317.png,D:\bennett\computer vision\lab2\data\speckle\317.png
318,38042,0,D:\bennett\computer vision\lab2\data\clean\318.png,D:\bennett\computer vision\lab2\data\gaussian_blur\318.png,D:\bennett\computer vision\lab2\data\salt_pepper\318.png,D:\bennett\computer vision\lab2\data\speckle\318.png
319,38326,2,D:\bennett\computer vision\lab2\data\clean\319.png,D:\bennett\computer vision\lab2\data\gaussian_blur\319.png,D:\bennett\computer vision\lab2\data\salt_pepper\319.png,D:\bennett\computer vision\lab2\data\speckle\319.png
320,38824,1,D:\bennett\computer vision\lab2\data\clean\320.png,D:\bennett\computer vision\lab2\data\gaussian_blur\320.png,D:\bennett\computer vision\lab2\data\salt_pepper\320.png,D:\bennett\computer vision\lab2\data\speckle\320.png
321,38948,8,D:\bennett\computer vision\lab2\data\clean\321.png,D:\bennett\computer vision\lab2\data\gaussian_blur\321.png,D:\bennett\computer vision\lab2\data\salt_pepper\321.png,D:\bennett\computer vision\lab2\data\speckle\321.png
322,39019,6,D:\bennett\computer vision\lab2\data\clean\322.png,D:\bennett\computer vision\lab2\data\gaussian_blur\322.png,D:\bennett\computer vision\lab2\data\salt_pepper\322.png,D:\bennett\computer vision\lab2\data\speckle\322.png
323,39444,1,D:\bennett\computer vision\lab2\data\clean\323.png,D:\bennett\computer vision\lab2\data\gaussian_blur\323.png,D:\bennett\computer vision\lab2\data\salt_pepper\323.png,D:\bennett\computer vision\lab2\data\speckle\323.png
324,39474,0,D:\bennett\computer vision\lab2\data\clean\324.png,D:\bennett\computer vision\lab2\data\gaussian_blur\324.png,D:\bennett\computer vision\lab2\data\salt_pepper\324.png,D:\bennett\computer vision\lab2\data\speckle\324.png
325,39487,2,D:\bennett\computer vision\lab2\data\clean\325.png,D:\bennett\computer vision\lab2\data\gaussian_blur\325.png,D:\bennett\computer vision\lab2\data\salt_pepper\325.png,D:\bennett\computer vision\lab2\data\speckle\325.png
326,39614,9,D:\bennett\computer vision\lab2\data\clean\326.png,D:\bennett\computer vision\lab2\data\gaussian_blur\326.png,D:\bennett\computer vision\lab2\data\salt_pepper\326.png,D:\bennett\computer vision\lab2\data\speckle\326.png
327,39623,0,D:\bennett\computer vision\lab2\data\clean\327.png,D:\bennett\computer vision\lab2\data\gaussian_blur\327.png,D:\bennett\computer vision\lab2\data\salt_pepper\327.png,D:\bennett\computer vision\lab2\data\speckle\327.png
328,39630,6,D:\bennett\computer vision\lab2\data\clean\328.png,D:\bennett\computer vision\lab2\data\gaussian_blur\328.png,D:\bennett\computer vision\lab2\data\salt_pepper\328.png,D:\bennett\computer vision\lab2\data\speckle\328.png
329,39634,4,D:\bennett\computer vision\lab2\data\clean\329.png,D:\bennett\computer vision\lab2\data\gaussian_blur\329.png,D:\bennett\computer vision\lab2\data\salt_pepper\329.png,D:\bennett\computer vision\lab2\data\speckle\329.png
330,39736,6,D:\bennett\computer vision\lab2\data\clean\330.png,D:\bennett\computer vision\lab2\data\gaussian_blur\330.png,D:\bennett\computer vision\lab2\data\salt_pepper\330.png,D:\bennett\computer vision\lab2\data\speckle\330.png
331,39799,4,D:\bennett\computer vision\lab2\data\clean\331.png,D:\bennett\computer vision\lab2\data\gaussian_blur\331.png,D:\bennett\computer vision\lab2\data\salt_pepper\331.png,D:\bennett\computer vision\lab2\data\speckle\331.png
332,39833,4,D:\bennett\computer vision\lab2\data\clean\332.png,D:\bennett\computer vision\lab2\data\gaussian_blur\332.png,D:\bennett\computer vision\lab2\data\salt_pepper\332.png,D:\bennett\computer vision\lab2\data\speckle\332.png
333,39851,3,D:\bennett\computer vision\lab2\data\clean\333.png,D:\bennett\computer vision\lab2\data\gaussian_blur\333.png,D:\bennett\computer vision\lab2\data\salt_pepper\333.png,D:\bennett\computer vision\lab2\data\speckle\333.png
334,39907,3,D:\bennett\computer vision\lab2\data\clean\334.png,D:\bennett\computer vision\lab2\data\gaussian_blur\334.png,D:\bennett\computer vision\lab2\data\salt_pepper\334.png,D:\bennett\computer vision\lab2\data\speckle\334.png
335,40121,3,D:\bennett\computer vision\lab2\data\clean\335.png,D:\bennett\computer vision\lab2\data\gaussian_blur\335.png,D:\bennett\computer vision\lab2\data\salt_pepper\335.png,D:\bennett\computer vision\lab2\data\speckle\335.png
336,40208,0,D:\bennett\computer vision\lab2\data\clean\336.png,D:\bennett\computer vision\lab2\data\gaussian_blur\336.png,D:\bennett\computer vision\lab2\data\salt_pepper\336.png,D:\bennett\computer vision\lab2\data\speckle\336.png
337,40369,2,D:\bennett\computer vision\lab2\data\clean\337.png,D:\bennett\computer vision\lab2\data\gaussian_blur\337.png,D:\bennett\computer vision\lab2\data\salt_pepper\337.png,D:\bennett\computer vision\lab2\data\speckle\337.png
338,40497,2,D:\bennett\computer vision\lab2\data\clean\338.png,D:\bennett\computer vision\lab2\data\gaussian_blur\338.png,D:\bennett\computer vision\lab2\data\salt_pepper\338.png,D:\bennett\computer vision\lab2\data\speckle\338.png
339,40602,4,D:\bennett\computer vision\lab2\data\clean\339.png,D:\bennett\computer vision\lab2\data\gaussian_blur\339.png,D:\bennett\computer vision\lab2\data\salt_pepper\339.png,D:\bennett\computer vision\lab2\data\speckle\339.png
340,40675,7,D:\bennett\computer vision\lab2\data\clean\340.png,D:\bennett\computer vision\lab2\data\gaussian_blur\340.png,D:\bennett\computer vision\lab2\data\salt_pepper\340.png,D:\bennett\computer vision\lab2\data\speckle\340.png
341,40682,1,D:\bennett\computer vision\lab2\data\clean\341.png,D:\bennett\computer vision\lab2\data\gaussian_blur\341.png,D:\bennett\computer vision\lab2\data\salt_pepper\341.png,D:\bennett\computer vision\lab2\data\speckle\341.png
342,40810,7,D:\bennett\computer vision\lab2\data\clean\342.png,D:\bennett\computer vision\lab2\data\gaussian_blur\342.png,D:\bennett\computer vision\lab2\data\salt_pepper\342.png,D:\bennett\computer vision\lab2\data\speckle\342.png
343,40896,1,D:\bennett\computer vision\lab2\data\clean\343.png,D:\bennett\computer vision\lab2\data\gaussian_blur\343.png,D:\bennett\computer vision\lab2\data\salt_pepper\343.png,D:\bennett\computer vision\lab2\data\speckle\343.png
344,41498,5,D:\bennett\computer vision\lab2\data\clean\344.png,D:\bennett\computer vision\lab2\data\gaussian_blur\344.png,D:\bennett\computer vision\lab2\data\salt_pepper\344.png,D:\bennett\computer vision\lab2\data\speckle\344.png
345,41559,1,D:\bennett\computer vision\lab2\data\clean\345.png,D:\bennett\computer vision\lab2\data\gaussian_blur\345.png,D:\bennett\computer vision\lab2\data\salt_pepper\345.png,D:\bennett\computer vision\lab2\data\speckle\345.png
346,41579,2,D:\bennett\computer vision\lab2\data\clean\346.png,D:\bennett\computer vision\lab2\data\gaussian_blur\346.png,D:\bennett\computer vision\lab2\data\salt_pepper\346.png,D:\bennett\computer vision\lab2\data\speckle\346.png
347,41601,7,D:\bennett\computer vision\lab2\data\clean\347.png,D:\bennett\computer vision\lab2\data\gaussian_blur\347.png,D:\bennett\computer vision\lab2\data\salt_pepper\347.png,D:\bennett\computer vision\lab2\data\speckle\347.png
348,41711,6,D:\bennett\computer vision\lab2\data\clean\348.png,D:\bennett\computer vision\lab2\data\gaussian_blur\348.png,D:\bennett\computer vision\lab2\data\salt_pepper\348.png,D:\bennett\computer vision\lab2\data\speckle\348.png
349,41725,7,D:\bennett\computer vision\lab2\data\clean\349.png,D:\bennett\computer vision\lab2\data\gaussian_blur\349.png,D:\bennett\computer vision\lab2\data\salt_pepper\349.png,D:\bennett\computer vision\lab2\data\speckle\349.png
350,41775,4,D:\bennett\computer vision\lab2\data\clean\350.png,D:\bennett\computer vision\lab2\data\gaussian_blur\350.png,D:\bennett\computer vision\lab2\data\salt_pepper\350.png,D:\bennett\computer vision\lab2\data\speckle\350.png
351,42034,8,D:\bennett\computer vision\lab2\data\clean\351.png,D:\bennett\computer vision\lab2\data\gaussian_blur\351.png,D:\bennett\computer vision\lab2\data\salt_pepper\351.png,D:\bennett\computer vision\lab2\data\speckle\351.png
352,42046,5,D:\bennett\computer vision\lab2\data\clean\352.png,D:\bennett\computer vision\lab2\data\gaussian_blur\352.png,D:\bennett\computer vision\lab2\data\salt_pepper\352.png,D:\bennett\computer vision\lab2\data\speckle\352.png
353,42700,6,D:\bennett\computer vision\lab2\data\clean\353.png,D:\bennett\computer vision\lab2\data\gaussian_blur\353.png,D:\bennett\computer vision\lab2\data\salt_pepper\353.png,D:\bennett\computer vision\lab2\data\speckle\353.png
354,42791,3,D:\bennett\computer vision\lab2\data\clean\354.png,D:\bennett\computer vision\lab2\data\gaussian_blur\354.png,D:\bennett\computer vision\lab2\data\salt_pepper\354.png,D:\bennett\computer vision\lab2\data\speckle\354.png
355,42806,1,D:\bennett\computer vision\lab2\data\clean\355.png,D:\bennett\computer vision\lab2\data\gaussian_blur\355.png,D:\bennett\computer vision\lab2\data\salt_pepper\355.png,D:\bennett\computer vision\lab2\data\speckle\355.png
